ID,Major,Minor,MinorTitle,GroupId,GroupTitle,CID
398,11,3000,Operations Specialties Managers,11644,Infrastructure Leader,11.11644
399,11,3000,Operations Specialties Managers,31468,Loan Manager,11.31468
400,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",30491,Insights Manager,11.30491
401,11,9000,Other Management Occupations,30887,Health Services Manager,11.30887
402,11,9000,Other Management Occupations,30925,Field Service Manager,11.30925
403,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",30762,Director of Revenue Management,11.30762
404,11,9000,Other Management Occupations,30823,Deputy Director,11.30823
405,11,3000,Operations Specialties Managers,11454,Credit Director,11.11454
406,11,9000,Other Management Occupations,30150,Clinic Supervisor,11.3015
407,11,9000,Other Management Occupations,10125,Client Manager (Management),11.10125
408,11,3000,Operations Specialties Managers,30635,Business Office Manager,11.30635
409,11,3000,Operations Specialties Managers,31281,Application Support Manager,11.31281
410,11,9000,Other Management Occupations,31411,Engineering Services Manager,11.31411
411,11,1000,Top Executives,30105,Department Manager (Management),11.30105
412,11,3000,Operations Specialties Managers,10180,Bank Manager,11.1018
413,11,3000,Operations Specialties Managers,31384,Application Services Manager,11.31384
414,11,3000,Operations Specialties Managers,31141,Actuarial Manager,11.31141
415,11,9000,Other Management Occupations,30941,Vice President (VP) of Technology,11.30941
416,11,9000,Other Management Occupations,30895,Vice President (VP) of Compliance,11.30895
417,11,9000,Other Management Occupations,31185,Director of Research and Development,11.31185
418,11,3000,Operations Specialties Managers,31399,Workforce Manager,11.31399
419,11,3000,Operations Specialties Managers,30872,Value Manager,11.30872
420,11,3000,Operations Specialties Managers,31223,Transfer Manager,11.31223
421,11,9000,Other Management Occupations,30870,Surgery Manager,11.3087
422,11,9000,Other Management Occupations,31178,Studio Manager,11.31178
423,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",31000,Social Media Manager (Management),11.31
424,11,3000,Operations Specialties Managers,31363,Server Manager,11.31363
425,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",31045,Public Relations Manager,11.31045
426,11,9000,Other Management Occupations,11735,Platform Director,11.11735
427,11,3000,Operations Specialties Managers,30661,Information Security Manager,11.30661
428,11,9000,Other Management Occupations,10593,House Manager,11.10593
429,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",31589,Franchise Manager,11.31589
430,11,3000,Operations Specialties Managers,31392,Employee Relations Manager,11.31392
431,11,3000,Operations Specialties Managers,11095,Director of Information Systems,11.11095
432,11,9000,Other Management Occupations,11080,Director of Construction,11.1108
433,11,3000,Operations Specialties Managers,31514,Data Analytics Manager,11.31514
434,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",31336,Client Solutions Executive,11.31336
435,11,9000,Other Management Occupations,31416,Campus Manager,11.31416
436,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",11538,Advertising Manager,11.11538
437,11,9000,Other Management Occupations,31028,Vice President (VP) of Strategy,11.31028
438,11,9000,Other Management Occupations,31213,Vice President (VP) of Quality Management,11.31213
439,11,3000,Operations Specialties Managers,31404,Manager of Applications,11.31404
440,11,3000,Operations Specialties Managers,31408,Fraud Manager,11.31408
441,11,9000,Other Management Occupations,10407,Director of Data Management,11.10407
442,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",31337,Business Analytics Manager,11.31337
443,11,9000,Other Management Occupations,31562,Vice President (VP) of Retail,11.31562
444,11,3000,Operations Specialties Managers,31378,Innovation Manager,11.31378
445,11,3000,Operations Specialties Managers,30995,Financial Systems Manager,11.30995
446,11,9000,Other Management Occupations,30657,Clinical Services Manager,11.30657
447,11,9000,Other Management Occupations,30996,Vice President (VP) of Client Services,11.30996
448,11,9000,Other Management Occupations,30224,Advisory Services Manager,11.30224
449,11,9000,Other Management Occupations,31563,Vice President (VP) of Risk Management,11.31563
450,11,9000,Other Management Occupations,11225,Quality Assurance (QA) Coordinator (Management),11.11225
451,11,9000,Other Management Occupations,10389,Director of Design (Management),11.10389
452,11,9000,Other Management Occupations,31347,Director of Customer Service (Management),11.31347
453,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",30289,Account Supervisor (Management),11.30289
454,11,9000,Other Management Occupations,11017,Web Director (Management),11.11017
455,11,3000,Operations Specialties Managers,31469,Visual Manager (Management),11.31469
456,11,9000,Other Management Occupations,30126,Unit Manager (Management),11.30126
457,11,3000,Operations Specialties Managers,10936,Trust Officer (Management),11.10936
458,11,9000,Other Management Occupations,30751,Trust Administrator (Management),11.30751
459,11,3000,Operations Specialties Managers,30791,Training Consultant (Management),11.30791
460,11,3000,Operations Specialties Managers,31285,Telecommunications Manager (Management),11.31285
461,11,9000,Other Management Occupations,31143,Task Leader (Management),11.31143
462,11,3000,Operations Specialties Managers,31385,Talent Manager (Management),11.31385
463,11,9000,Other Management Occupations,30128,Superintendent (Management),11.30128
464,11,9000,Other Management Occupations,30845,Staff Officer (Management),11.30845
465,11,3000,Operations Specialties Managers,10242,Software Development Manager (Management),11.10242
466,11,3000,Operations Specialties Managers,10390,Shop Manager (Management),11.1039
467,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",31564,Selling Manager (Management),11.31564
468,11,9000,Other Management Occupations,11224,School Coordinator (Management),11.11224
469,11,3000,Operations Specialties Managers,10492,Risk Officer (Management),11.10492
470,11,3000,Operations Specialties Managers,10359,Resource Manager (Management),11.10359
471,11,9000,Other Management Occupations,30613,Program Supervisor (Management),11.30613
472,11,3000,Operations Specialties Managers,10235,Operations Administrator (Management),11.10235
473,11,9000,Other Management Occupations,30672,Merchandise Execution Leader (Management),11.30672
474,11,9000,Other Management Occupations,30561,Department Head (Management),11.30561
475,11,3000,Operations Specialties Managers,11168,Credit Administrator (Management),11.11168
476,11,3000,Operations Specialties Managers,30248,Controller (Management),11.30248
477,11,9000,Other Management Occupations,30585,Compliance Coordinator (Management),11.30585
478,11,3000,Operations Specialties Managers,30653,Commercial Banker (Management),11.30653
479,11,1000,Top Executives,31500,Bakery Manager (Management),11.315
480,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",11221,Director of Advertising (Management),11.11221
481,11,9000,Other Management Occupations,30692,Unit Leader (Management),11.30692
482,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",10364,Sales Officer (Management),11.10364
483,11,9000,Other Management Occupations,10388,Research Coordinator (Management),11.10388
484,11,9000,Other Management Occupations,30645,Coding Manager (Management),11.30645
485,11,3000,Operations Specialties Managers,11522,Client Administrator (Management),11.11522
486,11,3000,Operations Specialties Managers,11212,Finance Officer (Management),11.11212
487,11,9000,Other Management Occupations,31240,Nurse Manager Intensive Care Unit (ICU) (Management),11.3124
488,11,9000,Other Management Occupations,30880,"Environmental, Health, and Safety (EHS) Manager (Management)",11.3088
489,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",31371,Customer Experience Manager (Management),11.31371
490,11,9000,Other Management Occupations,31442,Care Management Coordinator (Management),11.31442
491,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",31161,Director of Talent Management (Management),11.31161
492,11,9000,Other Management Occupations,1004,Board Member (Management),11.1004
493,11,9000,Other Management Occupations,1103,Director of Science,11.1103
494,11,9000,Other Management Occupations,1065,Farm Owner,11.1065
495,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",1014,Head of Marketing,11.1014
496,11,9000,Other Management Occupations,1079,Director of Security (Management),11.1079
497,11,3000,Operations Specialties Managers,1041,Administrative Officer,11.1041
498,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",1051,Creative Director (Management),11.1051
499,11,1000,Top Executives,1030,Chairman,11.103
500,11,9000,Other Management Occupations,1027,National Director,11.1027
501,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",1062,Head of Strategy,11.1062
502,11,9000,Other Management Occupations,1071,Chair of the Board,11.1071
503,11,9000,Other Management Occupations,1034,Clinical Director (Management),11.1034
504,11,3000,Operations Specialties Managers,1050,Head of Finance,11.105
505,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",1067,Director of Partnerships,11.1067
506,11,1000,Top Executives,1060,Council Member,11.106
507,11,1000,Top Executives,1098,Senator,11.1098
508,11,9000,Other Management Occupations,1052,Ambassador,11.1052
509,11,9000,Other Management Occupations,1078,Chairperson (Management),11.1078
510,11,9000,Other Management Occupations,1089,Department Director,11.1089
511,11,3000,Operations Specialties Managers,1010,Business Partner (Management),11.101
512,11,9000,Other Management Occupations,1016,Committee Chair,11.1016
513,11,3000,Operations Specialties Managers,1048,Director of Quality,11.1048
514,11,1000,Top Executives,1093,Mayor,11.1093
515,11,1000,Top Executives,1005,President,11.1005
516,11,1000,Top Executives,1083,Governor,11.1083
517,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",1028,Head of Sales (Management),11.1028
518,11,2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",1068,Media Director (Management),11.1068
519,11,3000,Operations Specialties Managers,1058,Investment Director,11.1058
520,11,3000,Operations Specialties Managers,1059,Business Owner,11.1059
521,11,9000,Other Management Occupations,1042,Committee Member,11.1042
522,11,9000,Other Management Occupations,1090,Member of the Board of Directors,11.109
523,13,2000,Financial Specialists,0,Accountant,13
524,13,1000,Business Operations Specialists,1,Recruiter,13.1
525,13,2000,Financial Specialists,2,Business Analyst (Business and Financial Operations),13.2
526,13,2000,Financial Specialists,3,Financial Analyst,13.3
527,13,2000,Financial Specialists,4,Mortgage Underwriter,13.4
528,13,2000,Financial Specialists,5,Tax Preparer,13.5
529,13,1000,Business Operations Specialists,6,Training and Development Specialist,13.6
530,13,1000,Business Operations Specialists,7,Senior Buyer,13.7
531,13,2000,Financial Specialists,8,Loan Officer,13.8
532,13,2000,Financial Specialists,9,Personal Banker (Business and Financial Operations),13.9
